p_id,question,q_num,q_type,stim1,stim2,stim3,stim4,key,response,RT,correct,subjectGroup,familiarity,vocabulary,comprehension,GMRT,GMRT_transformed,knowledge_transformed
180,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,8288,1.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
180,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,8649,1.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
180,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,6878,1.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
180,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,4,14843,0.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
180,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,4,14296,0.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
180,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,41734,1.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
180,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,14918,0.0,RPp,11,33,17,50,-1.7374406957051942,-0.7109010461317667
178,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,7306,1.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,7290,1.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,11188,1.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,2787,0.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,4,7908,0.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,1,5642,0.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,6753,1.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,6822,0.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,1,3320,0.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,14524,1.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,4358,1.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
178,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,4253,0.0,NRP,14,37,29,66,-0.8888978736466298,-0.5198388979299106
153,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,9201,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,12554,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5746,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,11596,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,3,22837,0.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,5244,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,9685,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,15632,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,17937,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,26744,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,9269,1.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
153,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,30238,0.0,RPm,15,45,38,83,0.5956499763056917,-0.4604865892133156
4,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,18612,1.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,8604,1.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,33997,1.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,1,7321,0.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,32343,1.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,43905,1.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,7508,1.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,31667,0.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,2,12913,0.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,3,33041,0.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,1,48326,0.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
4,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,23787,0.0,RPp,10,43,30,73,-0.3587622651503731,-0.7798139781896306
117,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,7548,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,4111,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,4229,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,3916,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,3284,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,7697,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,12790,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,6264,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,12794,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,10567,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,7228,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
117,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,21102,1.0,RPm,49,40,40,80,0.2834464162031876,0.9745611735555788
187,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,3235,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,8091,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5774,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,10675,0.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,6775,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,5399,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,7856,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,10475,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,10826,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,18663,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,5559,1.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
187,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,26993,0.0,RPp,64,44,46,90,1.4166053394179698,1.4377241474442302
175,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,4,8282,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,1,4141,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,1,7578,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,2,5210,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,1,6904,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,1,31573,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,6446,1.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,6603,1.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,1,6323,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,4,8840,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,3275,1.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
175,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,14572,0.0,RPp,5,40,21,61,-1.2049029991689422,-1.1850086161032547
5,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,4,18786,0.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,1,15634,0.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,3658,1.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,27123,1.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,15421,1.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,1,19138,0.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,5418,1.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,5476,0.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,5235,1.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,4,20879,0.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,1,6933,0.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
5,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,8074,1.0,RPm,20,42,19,61,-1.2049029991689422,-0.18826077105983052
63,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,3,20279,0.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,5761,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,1,6431,0.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,7729,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5782,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,14980,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,8823,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,4702,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,10748,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,79858,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,11137,1.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
63,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,3,26578,0.0,NRP,24,40,25,65,-0.9561093413917776,0.006793148871397928
151,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,6136,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,4944,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,8377,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,2,8876,0.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5994,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,7414,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,29482,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,13727,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,12731,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,25023,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,6575,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
151,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,17472,1.0,RPm,50,44,46,90,1.4166053394179698,1.0074392640880616
